기업명,언론사,제목,날짜,URL
삼성전자,연합뉴스,"[마켓인사이트] 韓증시, 역대급 변동성은 다소 완화…반등계기 찾나",2026-08-08,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5RbW96X3FuWTc1YnRtbElQY0g3T3ZjUVNxdHNoZ1AteHV3Ukg3UGtpaXdxeFVJdUh3Ni01eWhLWkdmLU9fZGhhWVhrV3BDOU0wS3RFTi1jYXhwOWs0SC0yNNIBYEFVX3lxTE5RbW96X3FuWTc1YnRtbElQY0g3T3ZjUVNxdHNoZ1AteHV3Ukg3UGtpaXdxeFVJdUh3Ni01eWhLWkdmLU9fZGhhWVhrV3BDOU0wS3RFTi1jYXhwOWs0SC0yNA?oc=5
삼성전자,연합뉴스,상승 모멘텀 못찾는 코스피…이달 거래대금·거래량 올해 최저,2026-08-08,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5GUVBuc0pBZ0x1WHN5Yk90WkZwX21QXzRzM09vcE9SYmdkZFJGSW1tSDRUTjZkRmpMSlF0VjdvRnpNaDZjcjlVb2VuYTJ5d1l1QWRrMFh3MTVuS3ZhSVdudNIBYEFVX3lxTE5GUVBuc0pBZ0x1WHN5Yk90WkZwX21QXzRzM09vcE9SYmdkZFJGSW1tSDRUTjZkRmpMSlF0VjdvRnpNaDZjcjlVb2VuYTJ5d1l1QWRrMFh3MTVuS3ZhSVdudA?oc=5
삼성전자,연합뉴스,분기이익 200조 향하는 삼전닉스…중국 추격·이익배분 시험대,2026-08-08,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9LUnMxZXhlNTlSRHE5Q21sTVNQOHZkcFA0VmVYeHhYUXZjVnFvMUlwbnpfQXNPWmxpOXVkVmp5TXZzd0g1dXF3c0pMX0tPekRGVUhENktLaWdjbkHSAWBBVV95cUxOM3IzX21BRkxGZ2kxYnNPXzNHU1phdVJfLVBLQUg4Zy0zVVlJYzNZRi1fVDBGdXJqX2VkTkpLNzJFd2dxekVIRW4xM1BUWTBOY05DRC00UldYT0gwUlJiY0I?oc=5
삼성전자,연합뉴스,"PB님, 언제까지 버틸까요? [따끔in터뷰]",2026-08-08,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5iZ3RUOW8yYzc4RGRnZ1hUN1RPSmpCVUNWRklKZ0ZxSWZVSjVDUTVOWWFTS3RZdGx2YjR2V2J4RWhzWUFFN1NWd1J5NVVqSmVtZ3VTNk5SYldVaF82Tk5WStIBYEFVX3lxTE5iZ3RUOW8yYzc4RGRnZ1hUN1RPSmpCVUNWRklKZ0ZxSWZVSjVDUTVOWWFTS3RZdGx2YjR2V2J4RWhzWUFFN1NWd1J5NVVqSmVtZ3VTNk5SYldVaF82Tk5WSg?oc=5
삼성전자,연합뉴스,[표] 코스피 지수선물·옵션 시세표(7일)-2,2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE4yNWVLY0tPWHV0amVPaWdGRjJId2dNOUE3NXJ2dGJPYm96S1R1ck1UdC1tNE85aE0tSnFxNzI2M0ZLbGFXZTJwWXNxeDlRVTR4NUpFQnV5Z0xXWWc?oc=5
삼성전자,연합뉴스,[표] 거래소 외국인 순매수도 상위종목(7일),2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1tdXd4LVBUTTBzWU5XVE1fWUR2clZ2a0F2d1VlVGdXWUJWWm5rNHREMEtMQkZwWkFRMDl1dWZOeVY2dmdYcDI5c1pnNFl3ZFVPM3JqQlR0SVBvSlk?oc=5
삼성전자,연합뉴스,중동 긴장·외국인 매도…코스피·코스닥 동반 하락,2026-08-07,https://news.google.com/rss/articles/CBMiYEFVX3lxTE4wdVl5UXM2NE9tdkVPT3E3dnc0UXFXV2FnZ3dLT1dkeGhWY0dNazJweEF0dDFWWk5YU1FLaWdpN1RVTFgyWGViZmFPWDF0b0F1cTFHMHB5akJEeWJkaDNRc9IBYEFVX3lxTE4wdVl5UXM2NE9tdkVPT3E3dnc0UXFXV2FnZ3dLT1dkeGhWY0dNazJweEF0dDFWWk5YU1FLaWdpN1RVTFgyWGViZmFPWDF0b0F1cTFHMHB5akJEeWJkaDNRcw?oc=5
삼성전자,연합뉴스,[표] 주간 거래소 외국인 순매수도 상위종목,2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5ubHJCZGx1SVFBcHlEV21LUjFpTE1iS3g4NHVaVmh6a1dnLTZ6dWMyMF9FNnpnN2VhLXZzY0liNXRhekc1UzB0VXFlODRic0puOGpNaXk3NW1yTFU?oc=5
삼성전자,연합뉴스,[표] 주간 거래소 기관 순매수도 상위종목,2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1kNmtDWUtZVjNwOUx0RXVFRlpFcFlaZk1MNHNianpUSU5PYmZ6anhHcHZqcE1ad29jRE5xa2hmTlZtUWNKZnhzbktiVWJxbUR5cUtjYzBVNC1LZEk?oc=5
삼성전자,연합뉴스,"""AI에이전트, 세계인구보다 많아질것…메모리 가격기준 바뀐다""",2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBCVjRmMDVHZ01OUkdjSWhBT1Y5b2dFdDNZaU5aTG1td29Ja1ptRkoyZ0M5YXFfU1RFUk5HRDNUVHlib1dpNUhteDNKN0tMcjVyZWp0MzVfZ1JBZGfSAWBBVV95cUxOZHFtd2hOSjRhaW9wUG1FcW1keUVWZGlnYS14ekxSNXQ1T19lcEZDcFdZQ1NIa2diNTcxNG5BbHFNR2hKUmxxN0FpQmtQRktBUk5rZEVBblNIZkxUbkdzbG8?oc=5
삼성전자,연합뉴스,"[특징주] 삼성전자, 장 초반 1%대 상승…SK하이닉스 하락전환",2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1NZm1TcGFaMU5FQUp4VVB1NGxHdVJSeFMwS1g3Wk5hVWRPS0h0RHF1Y0JxVUZtWjc3U2VBcXdnTkhKNXZaaUJGNG5ud25qdHBQajJjeVpHandpNFXSAWBBVV95cUxQWnhoTWVZSkFQWWtmWmlXVVk2ZmJTOG9NZnNHOW5jMHo5OWx4S0VEYzQ3QWRfaE9JZkN1c0k1S3pGUERaZW01V1hudmFUMmROa2xjRm9ucGtqZmJJZk9Ya1o?oc=5
삼성전자,연합뉴스,"삼전닉스 레버리지 상장심사기간 29일…""절반 단축""·""사실아냐""",2026-08-07,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9hQnFpN1BuQ1ZoQ2lRT2lCQ2d6NjI0V29RMzB2V3lEREFNOEM1eHctaXB4ZjZnSXpTUzcxX2FmVFNuRm5XYUZOWld2NmlrVlExbXpxUGxWSHNtdjdqVG4zVNIBYEFVX3lxTE9hQnFpN1BuQ1ZoQ2lRT2lCQ2d6NjI0V29RMzB2V3lEREFNOEM1eHctaXB4ZjZnSXpTUzcxX2FmVFNuRm5XYUZOWld2NmlrVlExbXpxUGxWSHNtdjdqVG4zVA?oc=5
삼성전자,연합뉴스,중동 긴장 재고조에…코스피·코스닥 하락 전환,2026-08-07,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5iLVY2X0RVT0EyVkhGaGtWWTNIa2F5UTduWWlkLVpJa3BUZGNTQ1JNYjhhOUdwdklZVnlGa2djMGx4VXgxdktsUWw5Vy15V1ZuVl9YSkI1SDY4RU83RjhxWNIBYEFVX3lxTE5iLVY2X0RVT0EyVkhGaGtWWTNIa2F5UTduWWlkLVpJa3BUZGNTQ1JNYjhhOUdwdklZVnlGa2djMGx4VXgxdktsUWw5Vy15V1ZuVl9YSkI1SDY4RU83RjhxWA?oc=5
삼성전자,연합뉴스,"하이닉스, 전날 10% 폭락이어 또 4.8% 급락…삼전 0.2%↑(종합)",2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBGbDlKSmNYOGJ4cUMtYmdBdWUwRjlrY0lIWGtEc0tzdXhESWQ0eGxWWkphaVdkYTlFaDlzM1pDeHFIbVp6dzliSjdKQlh6X2d4U3MzU3F0Z3lPUG_SAWBBVV95cUxPakJIUS1tNEsxVVMzUWptdjJCU054LXJ6dEl1cTFUdnRDNW9wcHVyR1RiZEh1Umx6eUdqWmtWU2VqZlZveEd0el91N1hHSk5Zd0VJM1Vhc3I4eVUzTTNobW4?oc=5
삼성전자,연합뉴스,"삼전·포스텍, 초고적층 3D 낸드 난제 해결…성능·전력효율↑",2026-08-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1CZHU1ZkViQV9EbkxVV1hjVUhtMGdlMXZFaXk4UTVaMDJyUnZhUUhLVTlLMTRJV3BiMUFTZG1YWGxiSWNCZUVsUllkWWN2R3kydzVNWlUyelM0M03SAWBBVV95cUxPRWNfek1NYzdseTZEbXZXa1BCUElsMzYwaUNsb3lGVXB0bno1UWt1WXpZWFJfNFJ4STZiNVVHU1VoazZZa0lveUZBVlRiQkR1cTZxbUdLT2pOSFZsX3d1N2U?oc=5
삼성전자,연합뉴스,"코스피, 4.6% 급락 6,200대 마감…코스닥 닷새째 상승(종합)",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFA0enVNNFRtX3A3RlRVNWw5Mzh5TzRIamtLOTZVdnVQTzh3ckhkalJCa3ZoWjBvNGU4aHZKa1VmNVBfUHRjOEp3bnNzSVoxLWJOUVF1SWJfWnRhQlnSAWBBVV95cUxPTEQzcUFZaFF3bWVST0Rabm1yNGVvSTdGSUJWVGVqYTdYcVlBVWJ1VzctVnh1NEg5eGdMNF95dFpRRlp3M3BZU1RoejdycHJpT1cya3pnUGFGMThPNjlpLU0?oc=5
삼성전자,연합뉴스,"삼성전자, 넷리스트와 특허분쟁 종료…5년간 전략적 제휴",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE13Q2VrMjlQdHY3Y01JQzcxMGhheUtqRUMzOUNTa0ZUbFR5RDFHeXl0RlNqN0hxcUtGRW5EazVDdnF6MGliUTVObkFzZ0NteXFXNUZPbnhjVmpGbDTSAWBBVV95cUxPQzNBcmpOU2lGRGFFVHE2N2Z4NDEtclNLZXF6dzF6M2UtbGZMRW14TGNxaGx6QXduOE5oTk5oTi1VYV9RMFBINXZuU1NmNWEzcERHeWEyTXJOenFpN0xXQng?oc=5
삼성전자,연합뉴스,"美 메모리주 쇼크…코스피, 4.58% 급락",2026-08-06,https://news.google.com/rss/articles/CBMiYEFVX3lxTFAzRWtFQTVjQW9RNENOLTJqSlZ1dUZnMWx1UXEwZS1GQldmVHhzbXJLLThZNVlvajZQdmlYbjN0Q3FQNHktX0NOTWZ5VDVLUGVxZjAycHQzQ2RGTldKRkZVSdIBYEFVX3lxTFAzRWtFQTVjQW9RNENOLTJqSlZ1dUZnMWx1UXEwZS1GQldmVHhzbXJLLThZNVlvajZQdmlYbjN0Q3FQNHktX0NOTWZ5VDVLUGVxZjAycHQzQ2RGTldKRkZVSQ?oc=5
삼성전자,연합뉴스,[표] 거래소 외국인 순매수도 상위종목(6일),2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE15S1NhN2lvbFk0NzVkNUhOS0lPSVNreUNkeEdhVS1lVlJWb0F6UDlFSmF6SDR1RktEOWxlN2hTeWlaeVNfOFk4UGZFN0dZUjlacWRsU1pRZGU3elk?oc=5
삼성전자,연합뉴스,"코스피 4~5%대 급락, 삼전닉스 휘청…코스닥도 하락",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBHWXp6djVwV1ZGTjNwajZwcWk0R0Z6R1p3QmFpYVhDQWpPY3VMaUxidkZ1VExlVTdjS21fOEhOaWFCeXgwVTlGeUo5YTJITjd4Y2JQY0x5UWJwSknSAWBBVV95cUxQSUN6eHY0Q1JETllaQjRCMXNRVWZMVWRRVWU5alVrOG0wYlZ6UzVZTnBCV010SmpwMzR3Zjg3cTYwQ1dYWmxFaTRselRQcHZLdkxUeGxTTFVvbXV1WFh2Mjg?oc=5
삼성전자,연합뉴스,[표] 코스피 지수선물·옵션 시세표(6일)-2,2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBFTExuQVlqdWFMaHZSbWJxTGlBWkFQM3VpLUpTcXpVUlJ3ZkZOUXZKQUUwcTB2Q1dSZmtrV01PSHExQkhVR25QR3lCbVB3UjRHdzBPNEpqMjJiQUk?oc=5
삼성전자,연합뉴스,"[특징주] SK하이닉스, 장초반 6%대 급락…삼성전자도 2.03%↓",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE93WFFPN3JBUFI4Y0NBSEhxMXNocldadFBXdFlaZTZfNEZ2bU5QbDM4emVUMHhoSjY5b0pzNjRRRkhnangzMmpIMVp4Y19aVmo2VUhRTENTdC1Qb1XSAWBBVV95cUxOMmw1RGZ5M2FQbHhLQ2FqRkt6ZDB5SkMyY1JuVXdwOFBIa2ZUZGFLay1mczl4UWxpUDlVbDA0Y2hIak9WbXdFSG1kaEdmSERuVHQ0VFY2aWhhNFQzcXJqQWg?oc=5
삼성전자,연합뉴스,"삼성전자, 미국 테일러팹 첫 인턴십 모집…파운드리 증설 속도전",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5xVFFjQjRURWJiT19XSjVPLXJSSXJ6bm5Hdzl0VXVqaUNaX1ZKcExqWUZPU1U4aWZiUHZ4dWdEREEwbVJseFdHVHFPdDFCb1RGRk13dGZGd05rQ2_SAWBBVV95cUxQUGN3WUF4Q3RrWV8weGxZdzh2NFNyMk14R0JGSnh1aGx0MVFhNWlBbWtTc1VDS0hOX3hHNWg4UnBRQTZjSjl4ckxQYkFyWVpzcXM2RkVJenE5c2lhQU9FTW0?oc=5
삼성전자,연합뉴스,"하이닉스 10%대 폭락, 삼전 6.3%↓…외인·기관 팔았다(종합)",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFByMGlZamJSeUxKTmJpd0VJb1hzbnJtZjhZRmZiRkpBbEFIQXJtM3YwX28yNXhYSkxnZkJaM1N5NWxseHZpb0ZnZEdvSmZJUHNZWWhmRV9ZV0thRmvSAWBBVV95cUxQYWxNQWRjcURDWUYxMUFBenVwWjZfN3lVM3FGVkswVmRZV2FObzZMd1d3QzVfMy1aUFBMY2dQNmgwOC1QNG85RlMyYnhkZ3VCN29RTnFyd19ic3RLc2J3Z1g?oc=5
삼성전자,연합뉴스,"삼성전자 등 90개 상장사, 지난달 7.4조 현금배당 결정",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE8zRXhCNUJHb3NWaW0tbURFQ0lsWjVOMG5HR1VpSzY3VEdZdVNHR0VaSHhzNlVoOUwtaTRpN0hXVEczOVp1QlJ3WDVfUmJRQWhIX2tPNHU4TWpTLWvSAWBBVV95cUxNWlZSZ0JnUnBDbXd4OGVYS3Vtd1ZHMGZLZGtETHNRZno3b3Jhc3pzNE1PcWRzUmctLXhKaHRkdW5xSUQ5ZXhta05tM29tS2kybHZpOXJqMzZQem5xbWZSYjk?oc=5
삼성전자,연합뉴스,1030세대·여성 고객 늘었다...'사전 판매 최고' 삼성 폴더블 국내 출시 [뉴스더보기],2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBUejItZWNGTGN5MXh4Z3ZSZDZvWlBvMVNZSy1ocGdhN2JTUEN2UF9pWWVuTXp0ZGd0ZXpsYVRpU3hGWG1uY0E0azJ0eURyVy1DS3otcmxXbWNmV2vSAWBBVV95cUxPVktxcURXQVJucFVsZW5vVWJJVkNtMW1UZmpQNlV4ZnRFQ3BuRTNCM1IzVVd6c0FWWE11RURHdmV1X21QQVVCZHZWUVVtQmlZdGYwdGo2NVJIUzJHRUtUT0M?oc=5
